id,title,difficulty,level,topic,platform,statement,description,input_format,output_format,constraints,sample_input,sample_output,sample_explanation,time_limit_ms,memory_limit_mb,submissions,acceptance_rate,updated_at,kind,family
P04145,Fibonacci Number - Hard #149220,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,Find the 30th Fibonacci number using dynamic programming.,Practice dynamic programming: fibonacci. Unique hard variant for P04145.,A single value or line.,Print the 30th Fibonacci number.,Follow problem-specific limits.,7,13,Use iterative DP. (problem P04145),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04146,0/1 Knapsack Problem - Hard #149256,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 10 items with weights and values, and a knapsack of capacity 100, find the maximum value that fits.",Practice dynamic programming: knapsack. Unique hard variant for P04146.,Multiple lines as specified.,Print the maximum value achievable.,Follow problem-specific limits.,2 13 13 19 11 7,65,Use DP to track optimum state. (problem P04146),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04147,Longest Common Subsequence - Hard #149292,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given two strings, find the length of their longest common subsequence (LCS).",Practice dynamic programming: lcs. Unique hard variant for P04147.,Multiple lines as specified.,Print the length of LCS.,Follow problem-specific limits.,1 20 21 7 16 11,76,Use DP to track optimum state. (problem P04147),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04148,Coin Change - Minimum Coins - Hard #149328,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given a target amount 128 and coins [1, 2, 5, 10], find the minimum number of coins needed.",Practice dynamic programming: coin change. Unique hard variant for P04148.,A single value or line.,Print the minimum number of coins.,Follow problem-specific limits.,"[1, 2, 5, 10]
22",3,Use unbounded knapsack DP. (problem P04148),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04149,House Robber DP - Hard #149364,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 19 houses with money [65, 29, 93, 57, 21, 85, 49, 13, 77, 41, 5, 69, 33, 97, 61, 25, 89, 53, 17], you cannot rob adjacent houses. Find the maximum money.",Practice dynamic programming: house robber. Unique hard variant for P04149.,Multiple lines as specified.,Print the maximum money that can be robbed.,Follow problem-specific limits.,"8
6 25 16 10 14 12 12 17",64,Pick non-adjacent houses. (problem P04149),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04150,Fibonacci Number - Hard #149400,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,Find the 30th Fibonacci number using dynamic programming.,Practice dynamic programming: fibonacci. Unique hard variant for P04150.,A single value or line.,Print the 30th Fibonacci number.,Follow problem-specific limits.,15,610,Use iterative DP. (problem P04150),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04151,0/1 Knapsack Problem - Hard #149436,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 10 items with weights and values, and a knapsack of capacity 100, find the maximum value that fits.",Practice dynamic programming: knapsack. Unique hard variant for P04151.,Multiple lines as specified.,Print the maximum value achievable.,Follow problem-specific limits.,11 3 19 6 4 22,65,Use DP to track optimum state. (problem P04151),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04152,Longest Common Subsequence - Hard #149472,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given two strings, find the length of their longest common subsequence (LCS).",Practice dynamic programming: lcs. Unique hard variant for P04152.,Multiple lines as specified.,Print the length of LCS.,Follow problem-specific limits.,2 22 17 19 25 21,106,Use DP to track optimum state. (problem P04152),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04153,Coin Change - Minimum Coins - Hard #149508,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given a target amount 108 and coins [1, 2, 5, 10], find the minimum number of coins needed.",Practice dynamic programming: coin change. Unique hard variant for P04153.,A single value or line.,Print the minimum number of coins.,Follow problem-specific limits.,"[1, 2, 5, 10]
29",5,Use unbounded knapsack DP. (problem P04153),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04154,House Robber DP - Hard #149544,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 19 houses with money [45, 89, 33, 77, 21, 65, 9, 53, 97, 41, 85, 29, 73, 17, 61, 5, 49, 93, 37], you cannot rob adjacent houses. Find the maximum money.",Practice dynamic programming: house robber. Unique hard variant for P04154.,Multiple lines as specified.,Print the maximum money that can be robbed.,Follow problem-specific limits.,"8
10 22 4 3 19 19 4 10",54,Pick non-adjacent houses. (problem P04154),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04155,Fibonacci Number - Hard #149580,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,Find the 30th Fibonacci number using dynamic programming.,Practice dynamic programming: fibonacci. Unique hard variant for P04155.,A single value or line.,Print the 30th Fibonacci number.,Follow problem-specific limits.,11,89,Use iterative DP. (problem P04155),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04156,0/1 Knapsack Problem - Hard #149616,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 10 items with weights and values, and a knapsack of capacity 100, find the maximum value that fits.",Practice dynamic programming: knapsack. Unique hard variant for P04156.,Multiple lines as specified.,Print the maximum value achievable.,Follow problem-specific limits.,18 25 21 8 18 21,111,Use DP to track optimum state. (problem P04156),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04157,Longest Common Subsequence - Hard #149652,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given two strings, find the length of their longest common subsequence (LCS).",Practice dynamic programming: lcs. Unique hard variant for P04157.,Multiple lines as specified.,Print the length of LCS.,Follow problem-specific limits.,16 5 3 14 23 2,63,Use DP to track optimum state. (problem P04157),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04158,Coin Change - Minimum Coins - Hard #149688,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given a target amount 188 and coins [1, 2, 5, 10], find the minimum number of coins needed.",Practice dynamic programming: coin change. Unique hard variant for P04158.,A single value or line.,Print the minimum number of coins.,Follow problem-specific limits.,"[1, 2, 5, 10]
29",5,Use unbounded knapsack DP. (problem P04158),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04159,House Robber DP - Hard #149724,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 19 houses with money [25, 49, 73, 97, 21, 45, 69, 93, 17, 41, 65, 89, 13, 37, 61, 85, 9, 33, 57], you cannot rob adjacent houses. Find the maximum money.",Practice dynamic programming: house robber. Unique hard variant for P04159.,Multiple lines as specified.,Print the maximum money that can be robbed.,Follow problem-specific limits.,"8
20 3 21 23 5 3 13 7",59,Pick non-adjacent houses. (problem P04159),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04160,Fibonacci Number - Hard #149760,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,Find the 30th Fibonacci number using dynamic programming.,Practice dynamic programming: fibonacci. Unique hard variant for P04160.,A single value or line.,Print the 30th Fibonacci number.,Follow problem-specific limits.,11,89,Use iterative DP. (problem P04160),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04161,0/1 Knapsack Problem - Hard #149796,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 10 items with weights and values, and a knapsack of capacity 100, find the maximum value that fits.",Practice dynamic programming: knapsack. Unique hard variant for P04161.,Multiple lines as specified.,Print the maximum value achievable.,Follow problem-specific limits.,5 20 18 5 20 25,93,Use DP to track optimum state. (problem P04161),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04162,Longest Common Subsequence - Hard #149832,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given two strings, find the length of their longest common subsequence (LCS).",Practice dynamic programming: lcs. Unique hard variant for P04162.,Multiple lines as specified.,Print the length of LCS.,Follow problem-specific limits.,9 13 7 12 11 1,53,Use DP to track optimum state. (problem P04162),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04163,Coin Change - Minimum Coins - Hard #149868,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given a target amount 168 and coins [1, 2, 5, 10], find the minimum number of coins needed.",Practice dynamic programming: coin change. Unique hard variant for P04163.,A single value or line.,Print the minimum number of coins.,Follow problem-specific limits.,"[1, 2, 5, 10]
16",3,Use unbounded knapsack DP. (problem P04163),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04164,House Robber DP - Hard #149904,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 19 houses with money [5, 9, 13, 17, 21, 25, 29, 33, 37, 41, 45, 49, 53, 57, 61, 65, 69, 73, 77], you cannot rob adjacent houses. Find the maximum money.",Practice dynamic programming: house robber. Unique hard variant for P04164.,Multiple lines as specified.,Print the maximum money that can be robbed.,Follow problem-specific limits.,"8
14 29 5 11 13 9 18 29",78,Pick non-adjacent houses. (problem P04164),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04165,Fibonacci Number - Hard #149940,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,Find the 30th Fibonacci number using dynamic programming.,Practice dynamic programming: fibonacci. Unique hard variant for P04165.,A single value or line.,Print the 30th Fibonacci number.,Follow problem-specific limits.,14,377,Use iterative DP. (problem P04165),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04166,0/1 Knapsack Problem - Hard #149976,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 10 items with weights and values, and a knapsack of capacity 100, find the maximum value that fits.",Practice dynamic programming: knapsack. Unique hard variant for P04166.,Multiple lines as specified.,Print the maximum value achievable.,Follow problem-specific limits.,1 10 7 3 10 15,46,Use DP to track optimum state. (problem P04166),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04167,Longest Common Subsequence - Hard #150012,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given two strings, find the length of their longest common subsequence (LCS).",Practice dynamic programming: lcs. Unique hard variant for P04167.,Multiple lines as specified.,Print the length of LCS.,Follow problem-specific limits.,5 22 9 24 18 8,86,Use DP to track optimum state. (problem P04167),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04168,Coin Change - Minimum Coins - Hard #150048,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given a target amount 148 and coins [1, 2, 5, 10], find the minimum number of coins needed.",Practice dynamic programming: coin change. Unique hard variant for P04168.,A single value or line.,Print the minimum number of coins.,Follow problem-specific limits.,"[1, 2, 5, 10]
21",3,Use unbounded knapsack DP. (problem P04168),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04169,House Robber DP - Hard #150084,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 19 houses with money [85, 69, 53, 37, 21, 5, 89, 73, 57, 41, 25, 9, 93, 77, 61, 45, 29, 13, 97], you cannot rob adjacent houses. Find the maximum money.",Practice dynamic programming: house robber. Unique hard variant for P04169.,Multiple lines as specified.,Print the maximum money that can be robbed.,Follow problem-specific limits.,"8
21 10 25 7 18 14 21 29",93,Pick non-adjacent houses. (problem P04169),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04170,Fibonacci Number - Hard #150120,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,Find the 30th Fibonacci number using dynamic programming.,Practice dynamic programming: fibonacci. Unique hard variant for P04170.,A single value or line.,Print the 30th Fibonacci number.,Follow problem-specific limits.,15,610,Use iterative DP. (problem P04170),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04171,0/1 Knapsack Problem - Hard #150156,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 10 items with weights and values, and a knapsack of capacity 100, find the maximum value that fits.",Practice dynamic programming: knapsack. Unique hard variant for P04171.,Multiple lines as specified.,Print the maximum value achievable.,Follow problem-specific limits.,11 16 19 25 24 23,118,Use DP to track optimum state. (problem P04171),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04172,Longest Common Subsequence - Hard #150192,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given two strings, find the length of their longest common subsequence (LCS).",Practice dynamic programming: lcs. Unique hard variant for P04172.,Multiple lines as specified.,Print the length of LCS.,Follow problem-specific limits.,11 10 22 15 14 18,90,Use DP to track optimum state. (problem P04172),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04173,Coin Change - Minimum Coins - Hard #150228,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given a target amount 128 and coins [1, 2, 5, 10], find the minimum number of coins needed.",Practice dynamic programming: coin change. Unique hard variant for P04173.,A single value or line.,Print the minimum number of coins.,Follow problem-specific limits.,"[1, 2, 5, 10]
17",3,Use unbounded knapsack DP. (problem P04173),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04174,House Robber DP - Hard #150264,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 19 houses with money [65, 29, 93, 57, 21, 85, 49, 13, 77, 41, 5, 69, 33, 97, 61, 25, 89, 53, 17], you cannot rob adjacent houses. Find the maximum money.",Practice dynamic programming: house robber. Unique hard variant for P04174.,Multiple lines as specified.,Print the maximum money that can be robbed.,Follow problem-specific limits.,"8
8 2 28 2 1 18 6 8",62,Pick non-adjacent houses. (problem P04174),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04175,Fibonacci Number - Hard #150300,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,Find the 30th Fibonacci number using dynamic programming.,Practice dynamic programming: fibonacci. Unique hard variant for P04175.,A single value or line.,Print the 30th Fibonacci number.,Follow problem-specific limits.,12,144,Use iterative DP. (problem P04175),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04176,0/1 Knapsack Problem - Hard #150336,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given 10 items with weights and values, and a knapsack of capacity 100, find the maximum value that fits.",Practice dynamic programming: knapsack. Unique hard variant for P04176.,Multiple lines as specified.,Print the maximum value achievable.,Follow problem-specific limits.,19 6 6 3 13 18,65,Use DP to track optimum state. (problem P04176),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
P04177,Longest Common Subsequence - Hard #150372,Hard,Advanced,"[""Dynamic Programming""]",CodingStar,"Given two strings, find the length of their longest common subsequence (LCS).",Practice dynamic programming: lcs. Unique hard variant for P04177.,Multiple lines as specified.,Print the length of LCS.,Follow problem-specific limits.,8 11 4 5 18 20,66,Use DP to track optimum state. (problem P04177),2000,256,0,,2026-05-21T12:12:20Z,algorithm,dp
