id,problem_id,input_data,expected_output,is_sample,explanation
P04524_TC3,P04524,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04524.
P04525_TC1,P04525,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04525)
P04525_TC2,P04525,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04525.
P04525_TC3,P04525,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04525.
P04526_TC1,P04526,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04526)
P04526_TC2,P04526,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04526.
P04526_TC3,P04526,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04526.
P04527_TC1,P04527,"""5 4 3 4 1 1 4 6 6 4
3"",""[4, 1","6]""",True,Count frequencies and extract the top k. (problem P04527)
P04527_TC2,P04527,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04527.
P04527_TC3,P04527,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04527.
P04528_TC1,P04528,2 4 6 9 6 6,Query processed,True,Graph/advanced sample with unique input. (problem P04528)
P04528_TC2,P04528,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04528.
P04528_TC3,P04528,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04528.
P04529_TC1,P04529,17 15 16 17 13 5,Query processed,True,Graph/advanced sample with unique input. (problem P04529)
P04529_TC2,P04529,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04529.
P04529_TC3,P04529,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04529.
P04530_TC1,P04530,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04530)
P04530_TC2,P04530,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04530.
P04530_TC3,P04530,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04530.
P04531_TC1,P04531,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04531)
P04531_TC2,P04531,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04531.
P04531_TC3,P04531,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04531.
P04532_TC1,P04532,"""3 6 3 2 4 5 2 4 2 3
3"",""[3, 2","4]""",True,Count frequencies and extract the top k. (problem P04532)
P04532_TC2,P04532,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04532.
P04532_TC3,P04532,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04532.
P04533_TC1,P04533,3 18 10 11 6 20,Query processed,True,Graph/advanced sample with unique input. (problem P04533)
P04533_TC2,P04533,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04533.
P04533_TC3,P04533,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04533.
P04534_TC1,P04534,20 1 19 17 1 14,Query processed,True,Graph/advanced sample with unique input. (problem P04534)
P04534_TC2,P04534,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04534.
P04534_TC3,P04534,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04534.
P04535_TC1,P04535,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04535)
P04535_TC2,P04535,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04535.
P04535_TC3,P04535,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04535.
P04536_TC1,P04536,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04536)
P04536_TC2,P04536,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04536.
P04536_TC3,P04536,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04536.
P04537_TC1,P04537,"""5 4 4 6 3 4 4 1 2 2
3"",""[4, 2","5]""",True,Count frequencies and extract the top k. (problem P04537)
P04537_TC2,P04537,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04537.
P04537_TC3,P04537,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04537.
P04538_TC1,P04538,4 5 8 17 16 8,Query processed,True,Graph/advanced sample with unique input. (problem P04538)
P04538_TC2,P04538,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04538.
P04538_TC3,P04538,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04538.
P04539_TC1,P04539,6 15 4 8 11 4,Query processed,True,Graph/advanced sample with unique input. (problem P04539)
P04539_TC2,P04539,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04539.
P04539_TC3,P04539,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04539.
P04540_TC1,P04540,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04540)
P04540_TC2,P04540,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04540.
P04540_TC3,P04540,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04540.
P04541_TC1,P04541,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04541)
P04541_TC2,P04541,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04541.
P04541_TC3,P04541,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04541.
P04542_TC1,P04542,"""2 1 5 5 4 4 4 3 3 4
3"",""[4, 5","3]""",True,Count frequencies and extract the top k. (problem P04542)
P04542_TC2,P04542,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04542.
P04542_TC3,P04542,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04542.
P04543_TC1,P04543,18 15 9 9 13 14,Query processed,True,Graph/advanced sample with unique input. (problem P04543)
P04543_TC2,P04543,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04543.
P04543_TC3,P04543,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04543.
P04544_TC1,P04544,11 17 16 13 19 5,Query processed,True,Graph/advanced sample with unique input. (problem P04544)
P04544_TC2,P04544,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04544.
P04544_TC3,P04544,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04544.
P04545_TC1,P04545,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04545)
P04545_TC2,P04545,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04545.
P04545_TC3,P04545,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04545.
P04546_TC1,P04546,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04546)
P04546_TC2,P04546,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04546.
P04546_TC3,P04546,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04546.
P04547_TC1,P04547,"""1 4 5 2 2 3 5 4 3 4
3"",""[4, 5","2]""",True,Count frequencies and extract the top k. (problem P04547)
P04547_TC2,P04547,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04547.
P04547_TC3,P04547,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04547.
P04548_TC1,P04548,3 13 14 9 9 14,Query processed,True,Graph/advanced sample with unique input. (problem P04548)
P04548_TC2,P04548,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04548.
P04548_TC3,P04548,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04548.
P04549_TC1,P04549,16 5 18 10 5 12,Query processed,True,Graph/advanced sample with unique input. (problem P04549)
P04549_TC2,P04549,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04549.
P04549_TC3,P04549,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04549.
P04550_TC1,P04550,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04550)
P04550_TC2,P04550,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04550.
P04550_TC3,P04550,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04550.
P04551_TC1,P04551,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04551)
P04551_TC2,P04551,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04551.
P04551_TC3,P04551,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04551.
P04552_TC1,P04552,"""5 3 3 6 6 4 1 4 4 1
3"",""[4, 3","6]""",True,Count frequencies and extract the top k. (problem P04552)
P04552_TC2,P04552,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04552.
P04552_TC3,P04552,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04552.
P04553_TC1,P04553,8 15 20 2 11 12,Query processed,True,Graph/advanced sample with unique input. (problem P04553)
P04553_TC2,P04553,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04553.
P04553_TC3,P04553,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04553.
P04554_TC1,P04554,2 9 19 4 1 15,Query processed,True,Graph/advanced sample with unique input. (problem P04554)
P04554_TC2,P04554,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04554.
P04554_TC3,P04554,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04554.
P04555_TC1,P04555,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04555)
P04555_TC2,P04555,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04555.
P04555_TC3,P04555,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04555.
P04556_TC1,P04556,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04556)
P04556_TC2,P04556,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04556.
P04556_TC3,P04556,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04556.
P04557_TC1,P04557,"""6 4 5 6 2 6 5 2 5 5
3"",""[5, 6","2]""",True,Count frequencies and extract the top k. (problem P04557)
P04557_TC2,P04557,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04557.
P04557_TC3,P04557,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04557.
P04558_TC1,P04558,2 18 14 18 15 10,Query processed,True,Graph/advanced sample with unique input. (problem P04558)
P04558_TC2,P04558,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04558.
P04558_TC3,P04558,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04558.
P04559_TC1,P04559,15 14 4 13 16 7,Query processed,True,Graph/advanced sample with unique input. (problem P04559)
P04559_TC2,P04559,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04559.
P04559_TC3,P04559,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04559.
P04560_TC1,P04560,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04560)
P04560_TC2,P04560,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04560.
P04560_TC3,P04560,"""[[""""1"""", """"0"""", """"1""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",5,False,Additional variant testcase for P04560.
P04561_TC1,P04561,"""[[""""1"""", """"1"""", """"0""""], [""""0"""", """"1"""", """"0""""], [""""1"""", """"0"""", """"1""""]]""",3,True,Flood fill each component. (problem P04561)
